model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,is_automatic,is_manual,is_semi_auto,fuelType_grouped,model_encoded,transmission_encoded,fuelType_grouped_encoded,price_class,cluster
5 Series,2021,66668,Automatic,101342,Hybrid,264,37.8,3.5,2,1,0,0,Hybrid,4,0,2,2,1
X3,2018,71119,Automatic,6461,Diesel,206,26.7,3.0,5,1,0,0,Diesel,9,0,0,2,1
1 Series,2010,18619,Automatic,41831,Petrol,166,54.6,3.5,13,1,0,0,Petrol,0,0,4,0,0
1 Series,2012,72015,Automatic,52137,Petrol,1,31.7,2.5,11,1,0,0,Petrol,0,0,4,2,0
3 Series,2014,84927,Automatic,35030,Petrol,67,20.8,4.4,9,1,0,0,Petrol,2,0,4,2,0
X3,2012,3000,Automatic,137803,Petrol,209,32.7,3.0,11,1,0,0,Petrol,9,0,4,0,0
3 Series,2010,64034,Automatic,22500,Petrol,138,59.4,3.0,13,1,0,0,Petrol,2,0,4,2,0
X3,2016,14830,Automatic,34117,Other,36,25.9,2.5,7,1,0,0,Other,9,0,3,0,0
X7,2016,5082,Automatic,95138,Diesel,217,21.2,4.4,7,1,0,0,Diesel,13,0,0,0,0
1 Series,2019,78210,Semi-Auto,34208,Hybrid,277,43.1,2.5,4,0,0,1,Hybrid,0,2,2,2,1
X3,2021,51676,Automatic,85728,Diesel,179,34.9,3.5,2,1,0,0,Diesel,9,0,0,2,1
5 Series,2017,44014,Automatic,85482,Diesel,4,51.8,2.5,6,1,0,0,Diesel,4,0,0,1,1
4 Series,2014,30100,Automatic,26960,Diesel,129,49.3,3.5,9,1,0,0,Diesel,3,0,0,1,0
3 Series,2019,46340,Automatic,142319,Petrol,132,27.4,4.4,4,1,0,0,Petrol,2,0,4,1,1
X3,2021,57792,Automatic,97342,Diesel,98,42.6,2.5,2,1,0,0,Diesel,9,0,0,2,1
2 Series,2014,3000,Automatic,108918,Diesel,159,21.3,2.5,9,1,0,0,Diesel,1,0,0,0,0
X4,2014,49008,Automatic,115761,Other,235,37.6,2.5,9,1,0,0,Other,10,0,3,1,0
X3,2010,45743,Automatic,27038,Diesel,146,48.6,1.5,13,1,0,0,Diesel,9,0,0,1,0
5 Series,2019,39505,Automatic,123232,Diesel,114,36.6,3.0,4,1,0,0,Diesel,4,0,0,1,1
X1,2014,14780,Automatic,73485,Diesel,3,24.7,2.0,9,1,0,0,Diesel,7,0,0,0,0
4 Series,2015,4018,Semi-Auto,58773,Diesel,86,22.5,2.5,8,0,0,1,Diesel,3,2,0,0,0
X1,2022,34642,Automatic,84391,Diesel,45,54.1,2.5,1,1,0,0,Diesel,7,0,0,1,1
1 Series,2021,85594,Automatic,53633,Petrol,82,55.7,2.0,2,1,0,0,Petrol,0,0,4,2,1
X4,2010,23509,Semi-Auto,123226,Petrol,153,33.7,3.0,13,0,0,1,Petrol,10,2,4,1,0
X3,2020,42237,Manual,33803,Diesel,281,26.6,2.0,3,0,1,0,Diesel,9,1,0,1,1
X3,2016,65079,Automatic,116708,Hybrid,287,59.1,3.5,7,1,0,0,Hybrid,9,0,2,2,1
3 Series,2010,31623,Manual,130997,Petrol,110,41.8,2.0,13,0,1,0,Petrol,2,1,4,1,0
X3,2020,72574,Automatic,104838,Hybrid,116,39.1,2.0,3,1,0,0,Hybrid,9,0,2,2,1
5 Series,2011,88995,Automatic,24545,Petrol,96,49.7,2.5,12,1,0,0,Petrol,4,0,4,2,0
X3,2011,50574,Automatic,63759,Diesel,281,26.8,2.0,12,1,0,0,Diesel,9,0,0,2,0
1 Series,2014,17912,Automatic,107313,Petrol,188,43.2,2.5,9,1,0,0,Petrol,0,0,4,0,0
X3,2019,38700,Automatic,77488,Petrol,87,55.6,1.5,4,1,0,0,Petrol,9,0,4,1,1
i8,2022,57267,Automatic,118805,Petrol,86,20.9,2.5,1,1,0,0,Petrol,16,0,4,2,1
1 Series,2016,53998,Automatic,54866,Petrol,25,46.9,2.5,7,1,0,0,Petrol,0,0,4,2,1
Z4,2010,3000,Automatic,128145,Petrol,30,42.1,2.5,13,1,0,0,Petrol,14,0,4,0,0
5 Series,2019,6232,Automatic,71499,Petrol,125,58.0,3.0,4,1,0,0,Petrol,4,0,4,0,1
4 Series,2010,3000,Automatic,79243,Petrol,197,30.3,3.5,13,1,0,0,Petrol,3,0,4,0,0
X5,2010,4347,Automatic,121779,Petrol,30,54.4,2.5,13,1,0,0,Petrol,11,0,4,0,0
X1,2015,3000,Automatic,144932,Petrol,231,32.4,2.0,8,1,0,0,Petrol,7,0,4,0,0
X5,2011,5457,Semi-Auto,83946,Diesel,44,37.2,2.5,12,0,0,1,Diesel,11,2,0,0,0
4 Series,2010,11698,Automatic,119353,Diesel,188,28.5,3.5,13,1,0,0,Diesel,3,0,0,0,0
5 Series,2015,30840,Automatic,18670,Petrol,51,54.5,3.0,8,1,0,0,Petrol,4,0,4,1,0
3 Series,2011,31268,Manual,85766,Petrol,51,27.8,1.5,12,0,1,0,Petrol,2,1,4,1,0
X3,2015,47713,Automatic,90694,Diesel,78,54.4,2.5,8,1,0,0,Diesel,9,0,0,1,0
X6,2019,85411,Manual,51764,Petrol,48,38.2,6.0,4,0,1,0,Petrol,12,1,4,2,1
X5,2017,62173,Automatic,116164,Diesel,229,53.4,2.5,6,1,0,0,Diesel,11,0,0,2,1
X6,2011,37907,Automatic,24810,Petrol,43,30.6,2.5,12,1,0,0,Petrol,12,0,4,1,0
5 Series,2020,71631,Automatic,110660,Petrol,291,25.3,2.0,3,1,0,0,Petrol,4,0,4,2,1
X6,2018,70526,Automatic,91894,Petrol,246,42.2,2.5,5,1,0,0,Petrol,12,0,4,2,1
1 Series,2017,41821,Automatic,16933,Petrol,218,40.4,2.0,6,1,0,0,Petrol,0,0,4,1,1
7 Series,2021,64472,Manual,2947,Diesel,21,34.3,2.0,2,0,1,0,Diesel,6,1,0,2,1
1 Series,2019,92551,Manual,20715,Petrol,129,46.5,3.0,4,0,1,0,Petrol,0,1,4,2,1
3 Series,2010,24810,Automatic,31956,Other,6,23.8,2.0,13,1,0,0,Other,2,0,3,1,0
5 Series,2016,25984,Manual,81846,Petrol,271,44.9,4.4,7,0,1,0,Petrol,4,1,4,1,0
5 Series,2022,30744,Automatic,17303,Hybrid,43,28.5,2.5,1,1,0,0,Hybrid,4,0,2,1,1
X3,2019,3000,Automatic,114318,Petrol,239,25.2,3.0,4,1,0,0,Petrol,9,0,4,0,1
5 Series,2015,77215,Automatic,25031,Petrol,64,56.4,2.5,8,1,0,0,Petrol,4,0,4,2,1
5 Series,2015,44795,Manual,95786,Diesel,245,38.4,2.5,8,0,1,0,Diesel,4,1,0,1,0
3 Series,2015,41785,Automatic,88389,Petrol,72,50.5,4.4,8,1,0,0,Petrol,2,0,4,1,0
5 Series,2015,60711,Automatic,43707,Diesel,70,23.6,1.5,8,1,0,0,Diesel,4,0,0,2,0
3 Series,2019,3000,Manual,146537,Diesel,196,22.3,4.0,4,0,1,0,Diesel,2,1,0,0,1
1 Series,2016,71325,Automatic,76761,Diesel,188,39.8,3.0,7,1,0,0,Diesel,0,0,0,2,1
X1,2021,3000,Automatic,148712,Petrol,157,32.6,3.0,2,1,0,0,Petrol,7,0,4,0,1
X3,2012,15496,Automatic,32535,Diesel,24,20.2,1.5,11,1,0,0,Diesel,9,0,0,0,0
X1,2015,74029,Automatic,3991,Diesel,70,27.3,3.5,8,1,0,0,Diesel,7,0,0,2,1
5 Series,2012,3000,Automatic,149873,Diesel,222,28.8,2.0,11,1,0,0,Diesel,4,0,0,0,0
5 Series,2016,25578,Semi-Auto,90680,Petrol,159,31.5,5.0,7,0,0,1,Petrol,4,2,4,1,0
4 Series,2016,62910,Automatic,8965,Hybrid,74,55.1,3.5,7,1,0,0,Hybrid,3,0,2,2,1
7 Series,2017,47788,Automatic,145802,Electric,137,36.8,2.5,6,1,0,0,Electric,6,0,1,1,1
5 Series,2011,35625,Automatic,30553,Diesel,40,47.2,4.4,12,1,0,0,Diesel,4,0,0,1,0
1 Series,2018,16037,Automatic,119802,Diesel,15,20.7,2.0,5,1,0,0,Diesel,0,0,0,0,1
3 Series,2022,109478,Automatic,9301,Diesel,188,52.6,6.0,1,1,0,0,Diesel,2,0,0,2,1
5 Series,2014,14207,Semi-Auto,19936,Petrol,27,29.6,3.0,9,0,0,1,Petrol,4,2,4,0,0
5 Series,2018,3000,Automatic,146227,Hybrid,162,32.4,1.5,5,1,0,0,Hybrid,4,0,2,0,1
X1,2019,41897,Automatic,128978,Electric,54,21.8,2.5,4,1,0,0,Electric,7,0,1,1,1
7 Series,2014,3000,Automatic,128230,Petrol,273,36.4,3.0,9,1,0,0,Petrol,6,0,4,0,0
X1,2016,17537,Automatic,49848,Petrol,101,54.1,3.0,7,1,0,0,Petrol,7,0,4,0,0
X5,2020,73828,Manual,3042,Diesel,41,35.1,2.5,3,0,1,0,Diesel,11,1,0,2,1
X6,2018,51642,Manual,38260,Petrol,262,56.3,2.0,5,0,1,0,Petrol,12,1,4,2,1
X3,2013,28704,Automatic,37326,Petrol,170,54.7,2.0,10,1,0,0,Petrol,9,0,4,1,0
X7,2011,39306,Semi-Auto,43581,Electric,207,22.5,4.4,12,0,0,1,Electric,13,2,1,1,0
1 Series,2018,15801,Automatic,135730,Diesel,48,32.2,2.0,5,1,0,0,Diesel,0,0,0,0,1
3 Series,2022,67214,Automatic,82855,Hybrid,59,56.4,5.0,1,1,0,0,Hybrid,2,0,2,2,1
1 Series,2011,57968,Automatic,85614,Petrol,5,21.2,2.0,12,1,0,0,Petrol,0,0,4,2,0
X1,2012,46680,Automatic,103188,Petrol,147,50.6,2.5,11,1,0,0,Petrol,7,0,4,1,0
6 Series,2019,44841,Semi-Auto,38874,Diesel,286,56.3,1.5,4,0,0,1,Diesel,5,2,0,1,1
3 Series,2011,76279,Automatic,52318,Diesel,210,50.8,4.4,12,1,0,0,Diesel,2,0,0,2,0
X2,2012,76706,Automatic,38165,Petrol,149,49.8,2.0,11,1,0,0,Petrol,8,0,4,2,0
1 Series,2015,66376,Manual,57820,Diesel,84,53.7,2.5,8,0,1,0,Diesel,0,1,0,2,0
X4,2012,33684,Automatic,46411,Hybrid,159,46.6,3.5,11,1,0,0,Hybrid,10,0,2,1,0
5 Series,2019,38351,Manual,86312,Petrol,46,36.9,3.5,4,0,1,0,Petrol,4,1,4,1,1
1 Series,2017,61874,Automatic,37479,Petrol,161,22.5,3.5,6,1,0,0,Petrol,0,0,4,2,1
5 Series,2020,3462,Automatic,121567,Petrol,154,51.5,4.4,3,1,0,0,Petrol,4,0,4,0,1
3 Series,2015,3000,Semi-Auto,100890,Diesel,229,56.2,4.4,8,0,0,1,Diesel,2,2,0,0,0
3 Series,2016,41753,Automatic,40906,Petrol,299,40.5,3.5,7,1,0,0,Petrol,2,0,4,1,1
3 Series,2010,24098,Manual,130523,Diesel,157,41.3,3.0,13,0,1,0,Diesel,2,1,0,1,0
X6,2012,19809,Automatic,74198,Diesel,160,36.1,3.0,11,1,0,0,Diesel,12,0,0,0,0
7 Series,2012,18269,Manual,73940,Diesel,246,54.3,1.5,11,0,1,0,Diesel,6,1,0,0,0
3 Series,2011,11823,Automatic,10542,Petrol,55,20.6,3.0,12,1,0,0,Petrol,2,0,4,0,0
X1,2016,19128,Automatic,28774,Diesel,150,45.0,2.0,7,1,0,0,Diesel,7,0,0,0,0
X3,2018,19491,Manual,140628,Diesel,298,56.3,3.5,5,0,1,0,Diesel,9,1,0,0,1
3 Series,2013,25143,Automatic,79342,Diesel,53,24.1,3.0,10,1,0,0,Diesel,2,0,0,1,0
5 Series,2021,4740,Manual,118887,Electric,222,58.4,6.0,2,0,1,0,Electric,4,1,1,0,1
1 Series,2014,4490,Manual,127081,Diesel,253,58.7,2.0,9,0,1,0,Diesel,0,1,0,0,0
3 Series,2012,34249,Manual,15864,Hybrid,67,57.2,3.0,11,0,1,0,Hybrid,2,1,2,1,0
X3,2020,46275,Semi-Auto,96552,Petrol,52,38.5,2.5,3,0,0,1,Petrol,9,2,4,1,1
3 Series,2018,45051,Automatic,59989,Diesel,244,35.3,4.4,5,1,0,0,Diesel,2,0,0,1,1
7 Series,2013,15905,Automatic,57093,Diesel,39,48.2,2.0,10,1,0,0,Diesel,6,0,0,0,0
X3,2014,11065,Automatic,34749,Other,137,32.7,1.5,9,1,0,0,Other,9,0,3,0,0
1 Series,2010,23627,Automatic,60739,Petrol,265,22.7,2.5,13,1,0,0,Petrol,0,0,4,1,0
X1,2020,41233,Automatic,18305,Petrol,137,56.1,2.5,3,1,0,0,Petrol,7,0,4,1,1
3 Series,2021,28006,Automatic,78474,Diesel,291,45.4,2.5,2,1,0,0,Diesel,2,0,0,1,1
X7,2022,39177,Automatic,17318,Petrol,209,28.3,6.0,1,1,0,0,Petrol,13,0,4,1,1
5 Series,2011,62922,Automatic,53810,Diesel,171,20.7,1.5,12,1,0,0,Diesel,4,0,0,2,0
X6,2021,22702,Automatic,127662,Electric,184,48.9,3.0,2,1,0,0,Electric,12,0,1,1,1
X1,2022,53943,Manual,122752,Hybrid,298,54.1,2.0,1,0,1,0,Hybrid,7,1,2,2,1
1 Series,2018,48303,Automatic,62800,Petrol,239,36.2,1.5,5,1,0,0,Petrol,0,0,4,1,1
X1,2011,28298,Automatic,71942,Petrol,210,23.2,6.0,12,1,0,0,Petrol,7,0,4,1,0
X7,2014,11246,Manual,21661,Diesel,150,45.9,2.5,9,0,1,0,Diesel,13,1,0,0,0
X1,2022,75790,Automatic,84394,Diesel,123,31.9,4.0,1,1,0,0,Diesel,7,0,0,2,1
X6,2017,18298,Semi-Auto,31816,Diesel,48,25.8,3.5,6,0,0,1,Diesel,12,2,0,0,1
4 Series,2012,38617,Automatic,13850,Diesel,123,40.4,3.5,11,1,0,0,Diesel,3,0,0,1,0
3 Series,2015,3000,Automatic,53919,Diesel,67,39.3,2.5,8,1,0,0,Diesel,2,0,0,0,0
3 Series,2013,52842,Automatic,28428,Petrol,230,40.7,4.0,10,1,0,0,Petrol,2,0,4,2,0
X1,2020,36719,Manual,106023,Diesel,8,53.0,2.5,3,0,1,0,Diesel,7,1,0,1,1
5 Series,2016,66545,Automatic,115160,Petrol,265,39.4,2.5,7,1,0,0,Petrol,4,0,4,2,1
2 Series,2019,39352,Manual,107898,Petrol,124,56.0,2.0,4,0,1,0,Petrol,1,1,4,1,1
6 Series,2022,55857,Automatic,73822,Diesel,111,53.7,2.5,1,1,0,0,Diesel,5,0,0,2,1
5 Series,2012,38984,Automatic,76604,Diesel,53,46.0,6.0,11,1,0,0,Diesel,4,0,0,1,0
3 Series,2015,33720,Automatic,135089,Diesel,88,22.3,3.0,8,1,0,0,Diesel,2,0,0,1,0
X5,2021,95027,Automatic,10926,Petrol,94,54.6,3.5,2,1,0,0,Petrol,11,0,4,2,1
3 Series,2019,35470,Automatic,45508,Petrol,249,56.2,2.0,4,1,0,0,Petrol,2,0,4,1,1
X6,2018,43881,Semi-Auto,126799,Petrol,165,35.0,5.0,5,0,0,1,Petrol,12,2,4,1,1
5 Series,2020,41340,Automatic,96933,Diesel,226,41.0,1.5,3,1,0,0,Diesel,4,0,0,1,1
X3,2019,34084,Automatic,126030,Petrol,135,31.2,4.4,4,1,0,0,Petrol,9,0,4,1,1
1 Series,2010,47715,Automatic,115541,Diesel,64,20.6,4.0,13,1,0,0,Diesel,0,0,0,1,0
X1,2012,14928,Manual,11002,Diesel,4,39.2,1.5,11,0,1,0,Diesel,7,1,0,0,0
5 Series,2011,33104,Semi-Auto,49586,Diesel,119,25.2,3.0,12,0,0,1,Diesel,4,2,0,1,0
X1,2017,39398,Manual,69737,Diesel,218,27.3,3.5,6,0,1,0,Diesel,7,1,0,1,1
3 Series,2016,3984,Semi-Auto,130157,Diesel,42,39.2,2.5,7,0,0,1,Diesel,2,2,0,0,0
X5,2011,16576,Manual,28048,Diesel,187,54.7,1.5,12,0,1,0,Diesel,11,1,0,0,0
4 Series,2015,15463,Semi-Auto,128912,Diesel,25,53.8,3.5,8,0,0,1,Diesel,3,2,0,0,0
3 Series,2012,62747,Manual,80517,Petrol,266,58.6,2.5,11,0,1,0,Petrol,2,1,4,2,0
1 Series,2017,43241,Automatic,146597,Diesel,161,39.3,2.0,6,1,0,0,Diesel,0,0,0,1,1
1 Series,2019,16469,Automatic,122443,Diesel,232,42.1,1.5,4,1,0,0,Diesel,0,0,0,0,1
X1,2022,72178,Automatic,53634,Petrol,129,52.9,3.0,1,1,0,0,Petrol,7,0,4,2,1
X1,2012,62013,Automatic,62491,Diesel,20,48.0,1.5,11,1,0,0,Diesel,7,0,0,2,0
7 Series,2019,24591,Automatic,123416,Diesel,127,27.3,3.5,4,1,0,0,Diesel,6,0,0,1,1
3 Series,2018,45498,Automatic,6565,Petrol,75,35.9,3.5,5,1,0,0,Petrol,2,0,4,1,1
5 Series,2010,16361,Semi-Auto,81483,Diesel,72,57.2,2.5,13,0,0,1,Diesel,4,2,0,0,0
X1,2014,35449,Automatic,107234,Petrol,232,25.8,2.5,9,1,0,0,Petrol,7,0,4,1,0
5 Series,2012,39031,Manual,73053,Petrol,105,28.4,3.0,11,0,1,0,Petrol,4,1,4,1,0
i3,2015,41282,Manual,15287,Diesel,8,36.0,5.0,8,0,1,0,Diesel,15,1,0,1,0
1 Series,2019,45918,Semi-Auto,78365,Diesel,118,57.6,2.5,4,0,0,1,Diesel,0,2,0,1,1
X3,2011,33073,Semi-Auto,134494,Diesel,49,24.6,6.0,12,0,0,1,Diesel,9,2,0,1,0
5 Series,2018,55425,Manual,30060,Petrol,9,46.9,2.5,5,0,1,0,Petrol,4,1,4,2,1
5 Series,2015,72630,Automatic,42633,Diesel,112,25.3,2.5,8,1,0,0,Diesel,4,0,0,2,0
X3,2016,3000,Automatic,106251,Petrol,265,41.0,2.0,7,1,0,0,Petrol,9,0,4,0,0
X3,2014,71873,Automatic,14790,Diesel,77,41.5,3.0,9,1,0,0,Diesel,9,0,0,2,0
i8,2018,31124,Manual,132059,Diesel,35,21.7,2.5,5,0,1,0,Diesel,16,1,0,1,1
1 Series,2010,47753,Manual,4668,Diesel,201,58.2,3.5,13,0,1,0,Diesel,0,1,0,1,0
1 Series,2014,22612,Manual,77280,Petrol,117,52.3,6.0,9,0,1,0,Petrol,0,1,4,1,0
X3,2020,56738,Automatic,29754,Diesel,189,32.1,6.0,3,1,0,0,Diesel,9,0,0,2,1
X1,2019,3000,Automatic,86058,Diesel,241,25.2,2.0,4,1,0,0,Diesel,7,0,0,0,1
3 Series,2020,84069,Automatic,5509,Petrol,292,33.8,2.5,3,1,0,0,Petrol,2,0,4,2,1
1 Series,2015,3000,Automatic,134572,Petrol,168,55.8,2.0,8,1,0,0,Petrol,0,0,4,0,0
1 Series,2016,3413,Automatic,119981,Diesel,229,25.3,2.0,7,1,0,0,Diesel,0,0,0,0,0
6 Series,2021,35649,Automatic,76440,Diesel,47,34.0,2.0,2,1,0,0,Diesel,5,0,0,1,1
3 Series,2013,60165,Manual,27921,Diesel,149,39.8,2.5,10,0,1,0,Diesel,2,1,0,2,0
3 Series,2021,68862,Automatic,55551,Petrol,207,21.3,4.0,2,1,0,0,Petrol,2,0,4,2,1
3 Series,2022,39860,Automatic,17683,Diesel,60,30.7,3.0,1,1,0,0,Diesel,2,0,0,1,1
5 Series,2010,3000,Semi-Auto,78952,Petrol,116,43.8,4.0,13,0,0,1,Petrol,4,2,4,0,0
1 Series,2020,76260,Automatic,15833,Diesel,238,33.0,5.0,3,1,0,0,Diesel,0,0,0,2,1
7 Series,2017,21864,Automatic,19290,Diesel,47,54.8,2.5,6,1,0,0,Diesel,6,0,0,1,1
1 Series,2019,81512,Automatic,15003,Diesel,244,57.5,3.5,4,1,0,0,Diesel,0,0,0,2,1
X6,2013,3000,Automatic,124086,Diesel,292,37.7,1.5,10,1,0,0,Diesel,12,0,0,0,0
3 Series,2012,3000,Automatic,72656,Diesel,4,41.3,2.5,11,1,0,0,Diesel,2,0,0,0,0
7 Series,2021,36094,Automatic,42253,Diesel,99,45.2,2.5,2,1,0,0,Diesel,6,0,0,1,1
4 Series,2016,3000,Automatic,89022,Petrol,204,46.6,2.0,7,1,0,0,Petrol,3,0,4,0,0
X3,2021,9045,Automatic,88231,Petrol,179,22.5,2.5,2,1,0,0,Petrol,9,0,4,0,1
7 Series,2011,3000,Automatic,105791,Petrol,16,22.1,2.5,12,1,0,0,Petrol,6,0,4,0,0
3 Series,2017,63105,Manual,33716,Diesel,89,54.6,3.5,6,0,1,0,Diesel,2,1,0,2,1
3 Series,2015,80565,Automatic,7880,Electric,107,28.8,4.0,8,1,0,0,Electric,2,0,1,2,1
X3,2016,50862,Semi-Auto,29949,Diesel,189,43.4,3.0,7,0,0,1,Diesel,9,2,0,2,1
i8,2014,4278,Automatic,67064,Petrol,179,45.0,3.0,9,1,0,0,Petrol,16,0,4,0,0
X3,2018,83776,Automatic,44093,Petrol,248,26.6,2.0,5,1,0,0,Petrol,9,0,4,2,1
X1,2014,21757,Manual,88941,Petrol,250,50.5,3.0,9,0,1,0,Petrol,7,1,4,1,0
X5,2020,23669,Automatic,128668,Petrol,19,54.6,2.0,3,1,0,0,Petrol,11,0,4,1,1
5 Series,2014,3000,Automatic,125240,Diesel,96,31.4,2.0,9,1,0,0,Diesel,4,0,0,0,0
1 Series,2012,60696,Automatic,44322,Petrol,221,55.1,1.5,11,1,0,0,Petrol,0,0,4,2,0
X1,2020,89176,Automatic,49181,Petrol,143,23.2,3.0,3,1,0,0,Petrol,7,0,4,2,1
X7,2010,23331,Manual,88972,Petrol,6,52.0,3.0,13,0,1,0,Petrol,13,1,4,1,0
3 Series,2011,23849,Semi-Auto,113431,Diesel,267,45.6,2.0,12,0,0,1,Diesel,2,2,0,1,0
X3,2017,33210,Automatic,91179,Diesel,295,43.3,2.0,6,1,0,0,Diesel,9,0,0,1,1
3 Series,2010,42001,Automatic,84562,Diesel,0,29.2,3.5,13,1,0,0,Diesel,2,0,0,1,0
7 Series,2016,50574,Automatic,141284,Petrol,57,34.5,3.5,7,1,0,0,Petrol,6,0,4,2,1
1 Series,2014,30568,Semi-Auto,145922,Diesel,263,56.4,2.5,9,0,0,1,Diesel,0,2,0,1,0
5 Series,2012,40486,Manual,40767,Diesel,89,38.6,2.0,11,0,1,0,Diesel,4,1,0,1,0
X5,2021,69860,Semi-Auto,8322,Petrol,74,43.8,1.5,2,0,0,1,Petrol,11,2,4,2,1
3 Series,2021,80388,Automatic,36911,Petrol,260,57.4,2.0,2,1,0,0,Petrol,2,0,4,2,1
X3,2020,52169,Manual,6678,Petrol,281,38.7,3.0,3,0,1,0,Petrol,9,1,4,2,1
X6,2016,9848,Automatic,66265,Diesel,242,35.5,3.0,7,1,0,0,Diesel,12,0,0,0,0
X2,2018,71751,Automatic,67918,Petrol,118,55.7,3.0,5,1,0,0,Petrol,8,0,4,2,1
3 Series,2011,35348,Semi-Auto,61510,Diesel,46,56.4,2.5,12,0,0,1,Diesel,2,2,0,1,0
5 Series,2017,41605,Automatic,43202,Petrol,167,34.2,3.5,6,1,0,0,Petrol,4,0,4,1,1
3 Series,2018,40004,Semi-Auto,133777,Diesel,26,43.7,2.5,5,0,0,1,Diesel,2,2,0,1,1
i8,2020,29013,Automatic,88983,Petrol,295,58.5,1.5,3,1,0,0,Petrol,16,0,4,1,1
X2,2012,50997,Manual,91016,Diesel,0,22.2,1.5,11,0,1,0,Diesel,8,1,0,2,0
7 Series,2011,35178,Automatic,32051,Diesel,173,21.6,3.5,12,1,0,0,Diesel,6,0,0,1,0
2 Series,2016,25425,Automatic,118282,Other,166,40.7,3.0,7,1,0,0,Other,1,0,3,1,0
7 Series,2014,3000,Automatic,78665,Petrol,17,31.6,2.0,9,1,0,0,Petrol,6,0,4,0,0
X1,2014,3000,Automatic,125559,Petrol,90,43.3,3.5,9,1,0,0,Petrol,7,0,4,0,0
1 Series,2019,14015,Automatic,123827,Diesel,201,49.0,2.0,4,1,0,0,Diesel,0,0,0,0,1
X5,2014,84999,Automatic,30402,Petrol,20,22.8,3.0,9,1,0,0,Petrol,11,0,4,2,0
1 Series,2013,84404,Automatic,3704,Diesel,155,55.3,6.0,10,1,0,0,Diesel,0,0,0,2,0
X6,2022,105534,Automatic,28027,Other,13,31.1,2.0,1,1,0,0,Other,12,0,3,2,1
X5,2014,69501,Automatic,60092,Diesel,19,35.3,2.0,9,1,0,0,Diesel,11,0,0,2,0
X3,2022,111060,Automatic,6725,Petrol,243,33.5,2.5,1,1,0,0,Petrol,9,0,4,2,1
1 Series,2013,25980,Manual,65105,Diesel,172,53.6,3.0,10,0,1,0,Diesel,0,1,0,1,0
3 Series,2022,68987,Manual,93305,Electric,121,26.8,1.5,1,0,1,0,Electric,2,1,1,2,1
3 Series,2015,16087,Automatic,63993,Diesel,183,21.1,2.5,8,1,0,0,Diesel,2,0,0,0,0
5 Series,2013,30125,Automatic,98681,Diesel,67,58.9,1.5,10,1,0,0,Diesel,4,0,0,1,0
1 Series,2011,41262,Manual,109033,Hybrid,292,59.2,2.0,12,0,1,0,Hybrid,0,1,2,1,0
X4,2018,101130,Automatic,31027,Electric,158,30.3,3.0,5,1,0,0,Electric,10,0,1,2,1
X1,2011,49226,Automatic,144839,Hybrid,48,20.4,3.0,12,1,0,0,Hybrid,7,0,2,2,0
3 Series,2018,28918,Automatic,88017,Diesel,180,45.8,3.0,5,1,0,0,Diesel,2,0,0,1,1
5 Series,2019,59940,Automatic,19354,Diesel,294,45.9,1.5,4,1,0,0,Diesel,4,0,0,2,1
5 Series,2015,23296,Automatic,49777,Diesel,140,57.6,3.5,8,1,0,0,Diesel,4,0,0,1,0
X1,2018,64258,Automatic,50966,Petrol,17,31.9,2.5,5,1,0,0,Petrol,7,0,4,2,1
7 Series,2018,54977,Automatic,17515,Diesel,139,27.6,2.5,5,1,0,0,Diesel,6,0,0,2,1
X2,2012,51991,Automatic,99698,Diesel,71,44.7,2.5,11,1,0,0,Diesel,8,0,0,2,0
5 Series,2010,14121,Automatic,4573,Diesel,241,42.5,4.0,13,1,0,0,Diesel,4,0,0,0,0
i8,2010,49873,Automatic,106410,Diesel,260,48.7,3.0,13,1,0,0,Diesel,16,0,0,2,0
2 Series,2012,52709,Automatic,44915,Petrol,262,55.4,2.5,11,1,0,0,Petrol,1,0,4,2,0
3 Series,2014,24276,Automatic,6060,Diesel,142,42.4,3.5,9,1,0,0,Diesel,2,0,0,1,0
X4,2022,5946,Semi-Auto,130471,Diesel,194,26.0,3.5,1,0,0,1,Diesel,10,2,0,0,1
1 Series,2012,14747,Automatic,56421,Diesel,145,43.9,1.5,11,1,0,0,Diesel,0,0,0,0,0
X6,2021,27994,Automatic,46610,Petrol,293,35.0,2.5,2,1,0,0,Petrol,12,0,4,1,1
5 Series,2018,52318,Automatic,11933,Diesel,25,38.1,1.5,5,1,0,0,Diesel,4,0,0,2,1
4 Series,2018,72510,Automatic,73168,Diesel,58,58.4,2.5,5,1,0,0,Diesel,3,0,0,2,1
4 Series,2012,28773,Automatic,44898,Hybrid,51,42.2,3.5,11,1,0,0,Hybrid,3,0,2,1,0
X6,2012,58227,Automatic,6589,Diesel,148,26.0,4.4,11,1,0,0,Diesel,12,0,0,2,0
X6,2021,27212,Manual,12612,Diesel,106,37.7,2.0,2,0,1,0,Diesel,12,1,0,1,1
3 Series,2014,70487,Automatic,48611,Electric,58,29.1,1.5,9,1,0,0,Electric,2,0,1,2,0
1 Series,2011,22798,Manual,19888,Diesel,257,25.4,2.5,12,0,1,0,Diesel,0,1,0,1,0
5 Series,2015,75914,Automatic,20417,Petrol,280,48.5,2.5,8,1,0,0,Petrol,4,0,4,2,1
